,E01018218,E01018219,E01018220,E01018221,E01018222,E01018223,E01018224,E01018225,E01018226,E01018227,E01018228,E01018231,E01018232,E01032611,E01018233,E01018234,E01018235,E01018236,E01018237,E01018238,E01018239,E01018240,E01018241,E01018242,E01018243,E01018244,E01018245,E01018246,E01018247,E01018248,E01018249,E01018250,E01018251,E01018252,E01018253,E01018254,E01018255,E01018256,E01018257,E01018258,E01018259,E01018260,E01018262,E01018263,E01018264,E01018265,E01018266,E01018267,E01018268,E01018269,E01018270,E01018271,E01018272,E01018273,E01018274,E01018275,E01018276,E01018277,E01017943,E01018278,E01017944,E01018279,E01017945,E01018280,E01017946,E01018281,E01017947,E01018282,E01017948,E01018283,E01017949,E01018284,E01017950,E01018285,E01017951,E01018286,E01017952,E01018287,E01017953,E01018288,E01017954,E01018289,E01017955,E01018290,E01017956,E01018291,E01017957,E01018292,E01017958,E01018293,E01017959,E01018294,E01017960,E01018295,E01033425,E01017961,E01018296,E01033426,E01017962,E01018297,E01033113,E01033427,E01017963,E01018298,E01033114,E01033428,E01017964,E01018299,E01033115,E01033429,E01017965,E01018300,E01033116,E01033430,E01017966,E01018301,E01033117,E01017967,E01018302,E01033118,E01017968,E01018303,E01033119,E01017969,E01018304,E01033120,E01017971,E01018305,E01033121,E01017972,E01018306,E01017973,E01018307,E01017974,E01017975,E01017976,E01017977,E01017978,E01017979,E01017980,E01017983,E01017984,E01017985,E01017986,E01017987,E01017988,E01017989,E01017990,E01017991,E01017992,E01017993,E01017994,E01017995,E01017996,E01017997,E01017998,E01017999,E01018000,E01018001,E01018002,E01018003,E01018005,E01018006,E01018007,E01018008,E01018009,E01018010,E01018011,E01018012,E01018013,E01018014,E01018015,E01018016,E01018017,E01018019,E01018020,E01018021,E01018022,E01018023,E01018024,E01018025,E01018026,E01018027,E01018029,E01018030,E01018032,E01018033,E01018034,E01018035,E01018036,E01018037,E01018038,E01018039,E01018040,E01018041,E01018042,E01018043,E01018044,E01018045,E01018046,E01018047,E01018049,E01018050,E01018051,E01018052,E01018053,E01018054,E01018055,E01018056,E01018057,E01032792,E01032794,E01032795,E01032797,E01032802,TOTAL
E01018276,0,2,0,4,2,14,4,4,6,6,4,16,8,0,2,2,4,6,4,2,4,0,0,0,0,0,6,8,8,2,2,4,8,6,0,0,2,4,0,4,0,4,0,4,0,2,8,4,4,2,2,4,4,0,2,16,226,16,0,176,0,2,2,0,6,4,0,2,4,0,6,8,4,2,0,2,2,4,4,2,0,4,2,2,2,4,2,8,0,4,6,4,0,2,4,4,0,4,0,0,12,2,2,4,14,2,0,4,18,2,0,0,22,2,2,2,16,2,4,32,0,0,32,2,2,2,0,4,2,4,6,4,10,0,0,4,0,0,2,0,0,0,4,4,10,2,0,4,2,2,8,0,0,2,10,6,0,2,2,6,0,4,4,6,4,4,0,2,2,4,0,2,0,0,2,0,0,2,0,0,0,2,2,2,0,2,0,0,2,2,2,4,0,0,2,0,4,0,2,0,0,6,0,8,2,0,2,2,2,2,0,6,0,2,2,1104
E01018277,4,0,2,0,2,18,0,0,4,0,2,2,2,0,0,0,2,2,4,0,6,2,0,0,2,0,4,2,2,0,2,2,0,2,0,2,4,2,0,2,0,0,2,0,0,0,6,0,2,0,6,2,2,0,0,0,8,82,0,10,2,2,0,0,0,2,0,2,0,6,0,22,0,10,2,2,4,0,0,0,2,0,0,4,0,0,0,0,0,2,0,4,0,4,2,0,0,0,0,6,2,0,2,4,2,0,0,0,8,2,0,2,4,0,8,14,4,0,4,12,0,0,0,2,4,0,4,2,0,0,4,0,6,2,2,0,4,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,8,4,0,2,0,0,2,0,0,420
E01017943,10,4,4,18,2,20,4,8,2,6,0,10,16,10,6,12,10,0,6,6,2,6,4,10,16,6,2,2,0,0,0,6,6,10,2,14,0,2,6,12,10,10,4,4,2,2,4,0,6,4,0,0,8,14,24,2,4,4,26,0,44,4,28,10,44,8,20,2,32,2,16,0,8,6,24,20,30,8,18,6,12,0,14,0,0,2,6,4,6,0,10,2,20,2,4,6,6,6,22,14,0,10,16,16,18,6,12,16,2,8,10,4,4,4,10,22,12,16,4,6,10,0,20,6,12,14,24,6,28,18,2,26,10,24,30,26,12,18,22,12,12,0,6,0,10,12,12,14,4,6,2,18,12,6,40,22,14,16,32,4,6,6,8,14,10,12,16,10,8,10,20,6,10,4,2,2,4,2,4,0,0,6,6,2,6,4,6,2,4,6,14,8,6,4,0,4,4,6,4,4,4,4,2,2,2,0,4,8,2,16,6,0,4,8,14,1938
E01018278,4,4,4,0,6,8,4,0,4,8,2,6,10,0,4,2,6,2,8,2,0,2,4,2,2,0,6,4,4,4,4,0,4,6,2,2,2,4,0,0,2,2,2,0,0,2,6,4,2,0,2,2,0,0,0,12,104,28,0,92,0,4,0,0,0,2,0,2,0,0,0,2,2,4,0,0,2,2,6,4,0,0,4,12,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,4,12,2,0,0,14,0,2,2,6,0,4,0,6,2,4,2,20,0,0,14,0,0,24,0,4,6,0,6,0,2,0,0,6,0,0,6,4,2,2,0,8,0,2,0,4,0,2,2,2,6,0,0,0,0,0,0,0,0,0,0,8,0,2,4,0,4,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,2,0,0,2,6,0,0,2,0,2,0,684
E01017944,0,0,0,6,0,4,2,0,2,0,0,0,2,0,4,0,2,0,2,4,0,0,0,2,0,2,0,2,0,0,2,0,0,2,4,0,2,0,0,2,6,2,4,2,2,0,6,4,2,0,0,0,0,0,8,4,2,2,2,0,16,10,8,2,10,2,4,2,2,4,0,2,2,0,2,4,4,0,6,4,2,0,0,0,2,0,2,0,0,0,6,2,0,0,2,0,2,0,2,10,0,0,2,2,0,4,0,2,0,2,4,4,0,0,6,2,0,0,0,2,2,0,4,0,0,2,0,0,6,0,0,2,2,4,6,0,0,0,4,0,2,0,0,0,0,4,6,6,0,2,0,2,2,2,2,2,2,2,4,2,0,0,0,4,4,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2,4,4,0,4,2,2,0,4,2,0,0,0,2,0,0,0,0,4,0,2,4,2,368
E01018279,2,6,14,2,0,6,0,0,0,2,2,0,2,0,0,0,2,0,0,14,10,2,8,2,2,4,0,0,2,0,0,0,0,4,2,2,0,0,4,2,0,2,4,2,2,4,0,8,2,4,0,2,0,0,2,4,0,0,0,0,2,26,2,32,0,32,2,30,4,18,2,0,0,0,2,2,0,2,0,0,2,6,0,0,0,2,0,4,0,0,0,10,0,2,2,0,0,0,4,6,2,2,0,0,6,2,0,2,0,2,2,2,0,0,2,2,2,2,14,6,2,8,2,2,2,4,2,0,2,0,2,2,0,2,0,2,2,0,4,0,2,0,4,0,0,0,0,0,2,4,2,0,2,0,0,0,0,2,2,0,4,0,2,0,2,2,0,4,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,2,2,0,0,2,2,2,4,2,0,0,0,0,480
E01017945,2,2,0,18,12,8,0,2,0,2,4,6,12,6,10,6,2,18,6,6,8,2,6,12,22,10,2,4,6,14,2,8,10,10,2,8,2,6,14,16,12,14,12,14,2,8,18,18,10,4,0,6,12,18,12,4,8,12,20,4,34,10,26,4,40,6,40,4,24,8,20,16,4,4,12,16,16,6,10,2,10,6,6,6,0,2,8,10,0,6,8,10,8,6,6,4,10,4,20,10,4,10,10,4,2,8,24,20,2,4,14,6,12,6,16,6,2,14,10,2,16,6,2,12,12,12,10,2,16,20,6,14,8,16,20,18,16,22,22,16,6,2,0,0,4,2,24,8,12,10,6,4,16,6,18,16,8,8,8,10,14,4,8,14,10,16,14,12,14,6,8,8,4,6,0,6,8,6,4,0,6,4,12,14,0,2,2,2,8,16,8,12,2,4,0,2,4,8,2,4,2,4,0,6,4,6,14,4,8,10,8,2,6,8,8,1910
E01018280,16,16,8,8,4,6,0,14,0,6,6,6,6,12,2,2,10,6,2,48,18,10,4,12,2,8,2,2,2,2,2,4,0,2,2,6,0,4,4,4,6,8,4,18,8,10,8,4,8,10,8,8,4,0,4,8,8,2,2,2,2,148,0,144,2,134,12,86,4,80,0,6,6,0,4,4,2,8,2,14,6,20,0,12,0,6,0,14,0,12,8,24,6,20,0,2,4,4,2,6,0,4,8,2,6,0,8,6,10,2,4,2,2,4,4,2,0,2,26,6,0,30,2,2,6,2,6,4,16,4,6,6,12,4,0,0,4,0,6,0,0,0,2,0,0,0,0,2,0,0,4,0,6,0,6,6,4,2,2,6,16,6,4,4,4,6,0,6,4,2,6,0,2,0,0,2,2,2,0,2,0,2,2,2,0,4,2,4,6,2,0,0,0,4,0,0,0,0,0,0,6,2,2,4,0,0,2,0,4,0,2,2,4,0,2,1576
E01017946,4,0,0,2,2,0,0,0,0,0,4,8,0,2,2,8,0,2,4,2,0,0,0,2,2,0,0,0,2,0,2,2,4,2,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,0,2,0,8,2,4,0,26,2,14,0,8,0,0,0,0,0,2,4,2,0,0,0,8,0,2,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,2,2,2,0,4,0,0,0,0,0,0,0,0,4,0,2,2,0,0,8,0,4,2,0,4,0,0,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,2,4,0,0,0,4,0,0,0,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,2,2,0,0,0,0,2,260
E01018281,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,16,0,24,0,10,0,22,0,0,0,0,0,6,0,2,0,0,0,4,0,0,0,0,0,2,0,0,2,4,0,2,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,162
E01017947,2,4,2,4,6,6,0,2,0,0,2,4,2,6,8,14,2,8,2,4,4,0,0,14,8,6,0,0,2,2,2,4,4,4,2,2,2,4,4,0,8,4,4,2,2,4,20,8,0,0,2,0,10,6,10,8,8,0,18,0,30,4,24,2,24,8,50,4,46,4,0,8,10,10,6,12,4,16,2,6,8,2,0,2,0,0,6,0,0,0,10,2,6,4,4,12,6,6,10,18,2,0,14,2,2,8,12,0,2,2,12,12,2,2,10,8,0,6,6,2,6,0,2,4,6,4,8,0,4,8,4,12,6,12,4,4,6,2,0,0,0,0,4,0,6,0,2,6,2,10,0,10,2,4,18,6,16,6,4,6,0,4,6,8,0,4,2,10,6,2,8,6,2,4,0,4,2,0,10,2,4,2,0,6,0,4,0,6,2,8,4,2,0,2,0,2,6,0,0,6,2,4,4,12,2,0,2,6,2,2,4,6,0,4,4,1108
E01018282,2,4,4,2,2,0,0,0,2,0,0,4,2,0,0,0,0,4,2,14,14,0,0,6,0,2,0,0,0,2,0,0,0,0,0,2,2,8,0,4,0,0,4,2,4,4,0,2,8,2,4,0,0,0,8,0,0,0,0,0,0,16,4,18,4,18,2,14,0,28,0,2,0,0,4,2,0,2,0,10,0,8,0,2,0,2,0,2,0,2,0,16,0,10,0,2,8,0,2,2,0,0,2,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,10,4,2,8,0,6,0,0,0,2,0,0,0,0,4,0,4,0,2,0,2,2,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,2,2,4,0,0,0,0,0,0,4,2,2,0,2,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,2,0,8,0,0,0,0,0,0,0,408
E01017948,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,6,0,2,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,4,0,2,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,2,4,2,0,0,10,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,116
E01018283,2,4,6,0,4,6,2,0,0,4,2,2,10,0,0,8,2,0,0,12,4,2,2,6,0,2,0,4,2,4,0,6,2,0,4,2,4,2,4,2,0,6,2,8,0,0,8,0,2,6,0,2,2,2,2,8,0,10,0,0,2,20,2,38,6,42,0,16,8,56,6,6,0,2,2,6,4,0,8,8,0,2,2,4,0,8,2,4,0,10,8,10,2,8,4,2,2,0,10,0,2,0,4,0,2,0,0,2,2,10,6,2,2,0,4,4,2,6,4,0,14,12,6,8,6,2,8,0,2,2,4,0,4,2,6,2,8,6,0,0,6,0,2,0,0,0,0,0,0,6,0,4,8,0,8,2,2,2,2,2,4,4,4,0,0,2,0,4,0,2,6,0,4,0,2,0,4,2,16,0,0,2,0,6,2,6,0,0,2,0,0,2,2,2,0,4,0,2,0,2,0,0,4,4,2,0,0,2,6,6,0,4,0,2,0,788
E01017949,0,0,0,10,6,4,2,2,0,2,2,6,0,4,8,8,6,4,14,2,0,0,2,0,2,0,0,0,2,8,0,2,4,4,0,2,0,0,14,2,10,10,8,6,4,0,16,2,2,0,0,6,4,2,4,2,0,0,2,0,4,0,4,0,2,2,4,0,2,0,34,4,10,0,12,2,6,0,36,0,12,0,12,2,4,0,0,6,0,2,2,2,0,0,0,0,6,0,4,6,0,8,10,0,4,2,4,2,2,0,4,0,0,4,4,0,4,0,4,2,0,2,4,2,6,4,12,2,10,12,0,16,4,6,4,16,10,6,14,14,8,8,2,2,2,0,4,0,2,4,0,0,0,2,4,2,0,4,2,0,2,6,4,6,4,6,2,8,0,2,6,0,0,2,0,2,0,4,4,2,0,0,2,0,0,2,0,2,2,0,0,6,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,4,4,2,6,0,4,4,2,738
E01018284,8,2,4,12,22,16,2,0,0,6,4,20,6,2,4,10,8,12,10,0,2,0,4,0,2,4,4,4,4,12,2,2,4,8,0,4,2,6,0,4,6,6,10,2,0,2,40,0,2,2,4,4,8,6,12,6,6,34,4,2,0,6,4,8,0,6,4,2,2,2,4,84,0,104,10,0,4,0,2,0,4,2,4,2,0,4,4,4,2,2,4,0,0,0,2,0,0,4,0,2,4,6,6,0,6,8,2,8,4,6,4,4,10,6,0,6,4,6,0,2,2,2,4,8,22,6,6,44,8,6,48,0,46,6,2,10,2,6,4,10,2,0,0,0,8,0,0,0,0,2,0,0,0,0,6,4,6,0,2,0,0,2,8,8,2,2,0,8,2,8,4,0,0,10,2,0,2,6,6,0,6,0,0,10,4,2,6,4,6,6,2,2,0,0,6,0,4,4,0,2,2,2,2,2,0,2,6,6,20,0,12,8,4,0,2,1220
E01017950,2,0,0,2,4,0,0,2,0,0,2,2,2,2,2,0,2,2,2,0,2,0,0,0,0,0,2,2,0,0,0,2,2,2,2,0,0,0,2,8,2,6,0,2,2,4,2,0,0,0,0,0,0,2,0,2,2,2,6,0,2,0,4,0,2,0,2,0,2,0,8,0,4,0,2,4,4,0,4,0,0,0,6,0,0,2,2,0,8,0,6,0,2,0,2,0,0,2,4,0,0,0,2,0,4,0,0,2,0,2,0,2,0,0,2,4,4,0,6,0,4,0,2,0,6,2,2,12,2,0,0,0,0,10,2,2,0,6,0,2,4,0,4,0,0,0,2,2,8,2,0,0,0,0,8,0,0,4,0,2,2,2,0,2,2,4,2,0,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,4,314
E01018285,0,0,0,8,2,6,0,0,0,0,0,0,4,0,0,4,2,4,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,2,0,6,0,0,2,0,10,0,0,0,2,0,0,2,0,2,4,12,0,4,0,0,0,2,0,0,0,4,0,0,2,38,0,48,0,0,2,4,0,0,0,0,2,2,0,0,2,0,0,0,2,0,0,0,2,2,0,2,0,4,0,0,0,2,2,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,18,6,0,14,0,8,8,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,4,0,0,2,2,0,2,0,2,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,324
E01017951,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
E01018286,2,2,4,4,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,2,8,0,0,2,0,0,0,0,0,0,2,4,0,4,8,2,2,4,0,0,2,8,0,0,2,0,0,0,2,2,4,0,0,2,0,8,0,2,0,0,0,14,2,0,2,2,0,2,0,0,34,0,8,4,4,2,0,0,0,6,0,0,0,0,4,2,6,8,0,4,0,4,0,6,8,0,6,14,0,4,2,12,0,4,4,4,2,2,0,0,0,0,2,2,2,4,0,0,4,6,0,6,2,2,4,2,2,0,2,2,2,0,4,2,0,2,0,0,0,2,4,2,0,0,4,0,8,0,0,4,2,2,2,0,0,0,2,4,2,2,2,0,6,0,0,10,0,2,0,0,2,4,0,0,0,2,0,0,0,0,4,0,6,0,0,0,0,0,4,2,0,6,2,0,0,12,4,6,4,0,0,2,0,2,12,0,0,0,2,0,458
E01017952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16
E01018287,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
E01017953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,56
E01018288,26,24,30,4,2,14,8,2,2,6,10,14,10,12,12,12,6,6,2,22,30,4,20,28,22,16,2,0,4,8,0,4,4,6,6,16,2,10,0,12,4,10,2,42,46,46,16,26,8,6,2,12,8,6,8,14,14,6,8,6,6,24,12,50,6,30,4,24,6,18,12,6,0,16,2,16,2,24,0,90,10,44,4,10,4,20,10,26,0,4,12,6,6,16,14,12,8,2,8,12,6,4,6,4,10,2,8,14,14,8,22,10,14,6,48,2,10,14,44,10,30,12,22,30,10,8,12,2,18,4,2,6,14,6,4,16,16,16,4,10,8,6,4,6,18,4,20,18,8,20,4,16,18,12,48,22,18,20,22,12,14,6,16,10,8,10,16,12,4,16,14,12,4,2,2,4,2,2,16,2,0,2,12,4,0,18,0,6,14,2,0,6,2,4,4,4,0,0,0,2,4,16,4,2,12,8,6,6,4,10,12,16,16,10,8,2472
E01017954,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,6,4,0,0,2,2,2,0,0,0,0,4,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,0,4,4,12,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,2,2,0,0,0,6,4,0,4,0,0,10,0,4,6,2,8,6,14,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,0,2,4,0,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,206
E01018289,50,32,28,22,4,8,4,10,6,6,10,16,16,12,6,8,4,12,10,62,82,22,12,26,12,26,8,6,4,12,8,8,8,4,0,24,4,16,16,12,8,10,2,28,42,48,10,22,14,12,6,12,10,8,8,14,4,6,18,16,12,78,24,104,10,128,16,94,10,72,8,0,12,18,14,24,4,42,12,50,2,150,8,18,12,26,14,36,14,32,26,52,10,42,2,22,10,0,38,18,14,12,30,2,12,0,16,10,2,8,42,4,8,2,68,6,16,20,74,8,46,32,14,32,14,10,8,6,18,14,6,10,16,18,14,10,10,16,14,20,26,10,18,22,24,26,38,34,18,18,12,34,28,16,48,32,22,26,38,10,10,20,26,18,18,4,28,8,4,14,20,8,8,4,2,2,6,0,22,2,0,0,2,2,2,4,2,6,16,6,0,4,0,4,6,4,2,4,8,0,4,4,8,6,8,2,8,0,4,22,6,14,40,20,28,3850
E01017955,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,2,0,2,0,14,0,6,0,14,0,4,0,6,0,6,0,18,0,6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,0,0,0,2,0,0,2,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,6,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,164
E01018290,0,0,0,0,0,0,0,0,4,20,22,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,2,2,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,8,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,136,0,2,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
E01017956,0,2,4,10,4,24,6,6,2,8,0,16,6,2,14,14,8,12,16,4,8,0,0,0,10,6,0,0,0,42,10,26,18,16,0,6,2,8,10,8,10,18,6,4,2,2,18,2,0,0,0,0,6,10,12,2,6,6,10,8,4,4,14,4,6,2,12,2,10,8,46,10,16,14,26,4,4,2,14,0,10,6,30,12,50,2,28,4,18,6,8,8,0,8,0,2,2,2,2,16,18,0,8,2,10,6,2,8,8,4,14,2,12,2,10,4,4,8,4,8,2,2,10,6,14,10,4,8,14,10,12,14,14,14,10,10,14,20,14,12,18,12,20,12,6,12,6,14,6,10,2,12,0,16,30,18,8,16,14,2,0,8,18,14,10,20,32,14,4,2,8,0,8,0,4,4,4,4,0,2,8,6,2,4,2,6,4,4,4,2,6,0,2,4,0,2,4,0,2,0,0,0,2,0,2,0,8,2,8,2,14,8,4,14,10,1740
